"","Type","Date","Part of a policing operation","Policing operation","Gender","Age range","Self-defined ethnicity","Officer-defined ethnicity","Legislation","Object of search","Outcome","Outcome linked to object of search","Removal of more than just outer clothing","label","name","code"
"105","Person search",2019-06-07 18:55:00,FALSE,NA,"Male",NA,"Asian/Asian British - Pakistani","Asian","Firearms Act 1968 (section 47)","Firearms","A no further action disposal",NA,FALSE,"E08000003E02001052E01005145","Manchester 008A","E01005145"
"106","Person search",2019-06-07 22:20:00,TRUE,NA,"Male","18-24","Asian/Asian British - Any other Asian background","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning",TRUE,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"107","Person search",2019-06-07 22:30:00,FALSE,NA,"Male",NA,"White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning",TRUE,FALSE,"E08000003E02001050E01005205","Manchester 006B","E01005205"
"108","Person search",2019-06-07 22:30:00,FALSE,NA,NA,NA,"White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning",TRUE,FALSE,"E08000003E02001050E01005205","Manchester 006B","E01005205"
"109","Person search",2019-06-08 01:38:00,FALSE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"110","Person search",2019-06-08 07:15:00,FALSE,NA,"Male","25-34","Other ethnic group - Not stated","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","Arrest",FALSE,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"111","Person search",2019-06-08 12:35:00,FALSE,NA,"Male","25-34","Other ethnic group - Arab","Other","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning",TRUE,FALSE,"E08000003E02006915E01005142","Manchester 058A","E01005142"
"112","Person search",2019-06-08 12:35:00,FALSE,NA,"Male","25-34","Other ethnic group - Arab","Other","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning",TRUE,FALSE,"E08000003E02006915E01005142","Manchester 058A","E01005142"
"113","Person search",2019-06-08 14:00:00,TRUE,NA,"Male","18-24","Black/African/Caribbean/Black British - African","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"114","Person search",2019-06-08 14:00:00,FALSE,NA,"Male","18-24","Other ethnic group - Not stated","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"115","Person search",2019-06-08 17:00:00,FALSE,NA,"Male",NA,"Asian/Asian British - Any other Asian background","Asian","Police and Criminal Evidence Act 1984 (section 1)","Goods on which duty has not been paid etc.","A no further action disposal",NA,FALSE,"E08000003E02006915E01033674","Manchester 058C","E01033674"
"116","Person search",2019-06-08 17:32:00,TRUE,NA,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"117","Person search",2019-06-08 19:48:00,FALSE,NA,"Male","over 34","Asian/Asian British - Pakistani","Asian","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02001069E01005288","Manchester 025E","E01005288"
"118","Person search",2019-06-08 21:30:00,FALSE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","Community resolution",FALSE,FALSE,"E08000003E02001057E01033688","Manchester 013G","E01033688"
"119","Person search",2019-06-08 21:40:00,FALSE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","Community resolution",FALSE,FALSE,"E08000003E02001057E01033688","Manchester 013G","E01033688"
"120","Person search",2019-06-08 22:52:00,TRUE,NA,"Male","18-24","Asian/Asian British - Pakistani","Asian","Police and Criminal Evidence Act 1984 (section 1)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"121","Person search",2019-06-08 23:00:00,TRUE,NA,"Female","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033664","Manchester 054D","E01033664"
"122","Person search",2019-06-08 23:19:00,FALSE,NA,NA,"10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","Arrest",FALSE,FALSE,"E08000003E02001055E01005257","Manchester 011B","E01005257"
"123","Person and Vehicle search",2019-06-08 23:40:00,TRUE,NA,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"124","Person search",2019-06-09 00:10:00,TRUE,NA,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006914E01033656","Manchester 057B","E01033656"
"125","Person search",2019-06-09 00:40:00,FALSE,NA,"Male","18-24","Asian/Asian British - Pakistani","Asian","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"126","Person search",2019-06-09 02:02:00,TRUE,NA,"Male","18-24","Other ethnic group - Not stated","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006917E01033683","Manchester 060D","E01033683"
"127","Person search",2019-06-09 04:31:00,FALSE,NA,"Female",NA,"White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal",NA,FALSE,"E08000003E02006902E01033667","Manchester 054E","E01033667"
"128","Person search",2019-06-09 10:50:00,TRUE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"129","Person search",2019-06-09 11:15:00,TRUE,NA,"Male","under 10","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning",TRUE,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"130","Person search",2019-06-09 11:40:00,TRUE,NA,"Male","over 34","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning",TRUE,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"131","Person search",2019-06-09 11:40:00,TRUE,NA,"Male","25-34","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning",TRUE,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"132","Person search",2019-06-09 12:44:00,TRUE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"133","Person search",2019-06-09 14:38:00,TRUE,NA,"Male","25-34","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"134","Person search",2019-06-09 14:38:00,TRUE,NA,"Male","over 34","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"135","Person search",2019-06-09 17:47:00,TRUE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest",FALSE,FALSE,"E08000003E02006902E01033664","Manchester 054D","E01033664"
"136","Person search",2019-06-09 18:06:00,FALSE,NA,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001094E01005090","Manchester 050C","E01005090"
"137","Person and Vehicle search",2019-06-09 18:42:00,FALSE,NA,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest",TRUE,FALSE,"E08000003E02001093E01005086","Manchester 049B","E01005086"
"138","Person and Vehicle search",2019-06-09 18:42:00,FALSE,NA,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest",TRUE,FALSE,"E08000003E02001093E01005086","Manchester 049B","E01005086"
"139","Person search",2019-06-09 21:02:00,FALSE,NA,"Male","over 34","Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001092E01005112","Manchester 048D","E01005112"
"140","Person search",2019-06-09 22:20:00,FALSE,NA,"Male",NA,"Black/African/Caribbean/Black British - Caribbean","Black","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal",NA,FALSE,"E08000003E02001047E01005141","Manchester 003C","E01005141"
"141","Person search",2019-06-10 01:00:00,FALSE,NA,"Male",NA,"Other ethnic group - Not stated","Black","Police and Criminal Evidence Act 1984 (section 1)","Anything to threaten or harm anyone","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"142","Person search",2019-06-10 10:25:00,TRUE,NA,"Male","over 34","White - Irish","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"143","Person search",2019-06-10 10:45:00,TRUE,NA,"Male","25-34","Black/African/Caribbean/Black British - African","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"144","Person search",2019-06-10 11:13:00,FALSE,NA,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest",FALSE,FALSE,"E08000003E02001057E01033688","Manchester 013G","E01033688"
"145","Person search",2019-06-10 11:25:00,TRUE,NA,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"146","Person search",2019-06-10 11:36:00,TRUE,NA,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"147","Person search",2019-06-10 12:00:00,TRUE,NA,"Male","over 34","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"148","Person search",2019-06-10 12:00:00,TRUE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"149","Vehicle search",2019-06-10 12:06:00,FALSE,NA,NA,NA,NA,NA,"Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","Summons / charged by post",FALSE,FALSE,"E08000003E02001057E01005132","Manchester 013C","E01005132"
"150","Person search",2019-06-10 14:21:00,FALSE,NA,NA,"25-34","White - Any other White background","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033667","Manchester 054E","E01033667"
"151","Person search",2019-06-10 14:30:00,TRUE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"152","Person search",2019-06-10 20:40:00,TRUE,NA,"Male","18-24","Other ethnic group - Not stated","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"153","Person search",2019-06-10 21:00:00,TRUE,NA,"Male","25-34","Asian/Asian British - Pakistani","Asian","Firearms Act 1968 (section 47)","Controlled drugs","Arrest",FALSE,FALSE,"E08000003E02006917E01033682","Manchester 060C","E01033682"
"154","Person search",2019-06-10 22:15:00,FALSE,NA,NA,NA,"White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal",NA,FALSE,"E08000003E02001051E01005223","Manchester 007A","E01005223"
"155","Person and Vehicle search",2019-06-10 22:22:00,FALSE,NA,"Male","25-34","Asian/Asian British - Pakistani","Asian","Police and Criminal Evidence Act 1984 (section 1)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001077E01005300","Manchester 033D","E01005300"
"156","Vehicle search",2019-06-10 23:15:00,FALSE,NA,NA,NA,NA,NA,"Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001056E01005094","Manchester 012B","E01005094"
"157","Person search",2019-06-10 23:15:00,FALSE,NA,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001056E01005094","Manchester 012B","E01005094"
"158","Person search",2019-06-10 23:15:00,FALSE,NA,"Female","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001056E01005094","Manchester 012B","E01005094"
"159","Person search",2019-06-10 23:15:00,FALSE,NA,NA,"25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001056E01005094","Manchester 012B","E01005094"
"160","Person search",2019-06-10 23:18:00,FALSE,NA,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001056E01005094","Manchester 012B","E01005094"
"161","Person search",2019-06-11 15:20:00,FALSE,NA,NA,NA,"Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001092E01005117","Manchester 048E","E01005117"
"162","Person search",2019-06-11 21:01:00,FALSE,NA,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001092E01005117","Manchester 048E","E01005117"
"163","Person search",2019-06-11 22:56:00,TRUE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033667","Manchester 054E","E01033667"
"164","Person search",2019-06-11 23:05:00,FALSE,NA,"Male","25-34","Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02001092E01005117","Manchester 048E","E01005117"
"165","Person search",2019-06-11 23:06:00,FALSE,NA,"Male","18-24","Asian/Asian British - Indian","Asian","Police and Criminal Evidence Act 1984 (section 1)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001069E01005244","Manchester 025C","E01005244"
"166","Person and Vehicle search",2019-06-12 00:04:00,FALSE,NA,"Male","10-17","Asian/Asian British - Pakistani","Asian","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","Arrest",FALSE,FALSE,"E08000003E02001068E01005243","Manchester 024B","E01005243"
"167","Person search",2019-06-12 11:15:00,TRUE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","Community resolution",TRUE,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"168","Person search",2019-06-12 11:23:00,TRUE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033661","Manchester 055E","E01033661"
"169","Person search",2019-06-12 11:23:00,TRUE,NA,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033661","Manchester 055E","E01033661"
"170","Person and Vehicle search",2019-06-12 11:29:00,FALSE,NA,NA,"25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Summons / charged by post",TRUE,FALSE,"E08000003E02001053E01005202","Manchester 009A","E01005202"
"171","Person search",2019-06-12 12:01:00,TRUE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033667","Manchester 054E","E01033667"
"172","Person search",2019-06-12 12:41:00,TRUE,NA,"Male",NA,"Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"173","Person search",2019-06-12 16:30:00,FALSE,NA,"Male",NA,"Asian/Asian British - Any other Asian background",NA,"Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02001069E01005288","Manchester 025E","E01005288"
"174","Person search",2019-06-12 16:47:00,FALSE,NA,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal",NA,FALSE,"E08000003E02006914E01033656","Manchester 057B","E01033656"
"175","Person search",2019-06-12 16:48:00,FALSE,NA,"Male","10-17","Asian/Asian British - Pakistani","Asian","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal",NA,FALSE,"E08000003E02006914E01033656","Manchester 057B","E01033656"
"176","Person search",2019-06-12 16:51:00,FALSE,NA,NA,NA,"Asian/Asian British - Indian","Asian","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal",NA,FALSE,"E08000003E02006914E01033656","Manchester 057B","E01033656"
"177","Person and Vehicle search",2019-06-12 19:03:00,FALSE,NA,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Offensive weapons","Caution (simple or conditional)",TRUE,FALSE,"E08000003E02001097E01005313","Manchester 053A","E01005313"
"178","Person and Vehicle search",2019-06-12 19:03:00,FALSE,NA,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Offensive weapons","Caution (simple or conditional)",TRUE,FALSE,"E08000003E02001097E01005313","Manchester 053A","E01005313"
"179","Person search",2019-06-12 19:59:00,FALSE,NA,"Male","18-24","Asian/Asian British - Pakistani","Asian","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02001070E01005280","Manchester 026A","E01005280"
"180","Person search",2019-06-12 20:01:00,TRUE,NA,"Male","25-34","Asian/Asian British - Any other Asian background","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001070E01005280","Manchester 026A","E01005280"
"181","Person and Vehicle search",2019-06-12 21:50:00,FALSE,NA,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest",FALSE,FALSE,"E08000003E02001061E01005108","Manchester 017A","E01005108"
"182","Person search",2019-06-13 03:04:00,FALSE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal",NA,FALSE,"E08000003E02001061E01033666","Manchester 017F","E01033666"
"183","Person search",2019-06-13 15:30:00,FALSE,NA,NA,"over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal",NA,FALSE,"E08000003E02001087E01005172","Manchester 043A","E01005172"
"184","Person search",2019-06-13 15:30:00,FALSE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal",NA,FALSE,"E08000003E02001087E01005172","Manchester 043A","E01005172"
"185","Person search",2019-06-13 18:00:00,TRUE,NA,"Male","10-17","Black/African/Caribbean/Black British - African","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"186","Person search",2019-06-13 18:41:00,FALSE,NA,NA,"over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal",NA,FALSE,"E08000003E02006917E01033682","Manchester 060C","E01033682"
"187","Person search",2019-06-13 22:39:00,TRUE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"188","Person search",2019-06-13 23:00:00,FALSE,NA,NA,NA,"White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001092E01005117","Manchester 048E","E01005117"
"189","Person search",2019-06-13 23:08:00,FALSE,NA,"Male","25-34","Other ethnic group - Arab","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001092E01005117","Manchester 048E","E01005117"
"190","Vehicle search",2019-06-13 23:48:00,FALSE,NA,NA,NA,NA,NA,"Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal",NA,FALSE,"E08000003E02001079E01005279","Manchester 035E","E01005279"
"191","Person search",2019-06-13 23:50:00,TRUE,NA,"Male","over 34","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"192","Person search",2019-06-14 11:10:00,TRUE,NA,"Male","over 34","Black/African/Caribbean/Black British - African","Black","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"193","Person search",2019-06-14 14:30:00,FALSE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"194","Person search",2019-06-14 14:33:00,FALSE,NA,NA,NA,"White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"195","Person search",2019-06-14 14:39:00,FALSE,NA,"Male",NA,"White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"196","Person and Vehicle search",2019-06-14 14:45:00,TRUE,NA,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal",NA,FALSE,"E08000003E02001050E01005206","Manchester 006C","E01005206"
"197","Person and Vehicle search",2019-06-14 17:10:00,TRUE,NA,NA,"25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest",TRUE,FALSE,"E08000003E02006913E01033676","Manchester 056D","E01033676"
"198","Person and Vehicle search",2019-06-14 17:10:00,TRUE,NA,NA,"25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest",TRUE,FALSE,"E08000003E02006913E01033676","Manchester 056D","E01033676"
"199","Person search",2019-06-14 18:30:00,TRUE,NA,NA,NA,"Asian/Asian British - Any other Asian background","Asian","Firearms Act 1968 (section 47)","Anything to threaten or harm anyone","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"200","Person search",2019-06-14 18:50:00,TRUE,NA,NA,NA,"Asian/Asian British - Any other Asian background","Asian","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","Arrest",FALSE,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"201","Person search",2019-06-14 18:50:00,TRUE,NA,NA,NA,"Asian/Asian British - Any other Asian background","Asian","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"202","Person search",2019-06-14 18:50:00,TRUE,NA,NA,NA,"Black/African/Caribbean/Black British - Caribbean","Asian","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"203","Person search",2019-06-14 19:20:00,TRUE,NA,NA,"10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033654","Manchester 055C","E01033654"
"204","Person and Vehicle search",2019-06-14 20:45:00,FALSE,NA,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001059E01033669","Manchester 015G","E01033669"
"205","Person and Vehicle search",2019-06-14 20:45:00,FALSE,NA,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001059E01033669","Manchester 015G","E01033669"
"206","Person and Vehicle search",2019-06-14 20:45:00,FALSE,NA,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001059E01033669","Manchester 015G","E01033669"
"207","Person search",2019-06-14 23:30:00,TRUE,NA,"Male","25-34","Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal",NA,FALSE,"E08000003E02006914E01033662","Manchester 057C","E01033662"
"208","Person and Vehicle search",2019-06-14 23:50:00,FALSE,NA,"Male","18-24","Other ethnic group - Not stated","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001066E01033657","Manchester 022G","E01033657"
